
Topic: 0
1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,
"nancy [0.0106014957914591]","eugene [0.0103382662901494]","yesterday [0.0127806307316661]","actress [0.00811159304757044]","news [0.00561430999279017]","yesterday [0.00877367932946318]","brown [0.0074363360143754]","hollywood [0.00664558375450324]","playwright [0.00776919656038539]","forrest [0.00706518773176887]","camp [0.00739124357493774]","nobel [0.00716128309128127]",
"columbus [0.0103289738746587]","hollywood [0.00993560387914874]","mother [0.0125184037767354]","nbc [0.00799204620967847]","play [0.00555423718691733]","death [0.00847516325927771]","show [0.00733948816662919]","news [0.00640205923604441]","memorial [0.00767493990378161]","angels [0.0067628714672524]","movies [0.0072759389514869]","gore [0.0071478037031063]",
"tandy [0.0102753187937858]","york [0.00983839980125622]","friends [0.0121118348338021]","night [0.00790694085095852]","police [0.00542229820933804]","madonna [0.00792588560853007]","don [0.00733464556988991]","cancer [0.00639577927672579]","death [0.00746849847306424]","kushner [0.00671995355519001]","bush [0.00660887904068255]","cancer [0.00702927461243177]",
"awards [0.0102458775735747]","carter [0.00962635062519216]","movies [0.0118646996479645]","ceremony [0.00788733278132481]","producer [0.00539526802504257]","sen [0.00754312506402345]","cbs [0.0071303985315807]","show [0.00616679746081827]","producer [0.0074159179641527]","oscars [0.00668823176823802]","television [0.00655127796546074]","don [0.00698574677852083]",
"tv [0.0101685606235726]","quinton [0.00959488817448633]","charges [0.0118416675854371]","channel [0.007535806787063]","story [0.00538010325592003]","home [0.00746265946079112]","nbc [0.00709495441863655]","gay [0.00609510682606939]","news [0.007263322598193]","miami [0.00658084584415519]","abc [0.00647876696177108]","medal [0.00682334452551531]",
"oscar [0.0101346371504955]","sentenced [0.00959488817448633]","death [0.011753135097547]","show [0.00722658963213047]","sen [0.00525442559448897]","oscar [0.00734476233352877]","tuesday [0.00706495962596677]","post [0.00607479344534505]","show [0.0071162971254501]","celebrities [0.00657561015801927]","bochco [0.00647876696177108]","abc [0.00676499629906683]",
"dinner [0.00985253145576246]","name [0.00947412807660077]","lady [0.011488293327976]","white [0.00709210655095181]","vice [0.00514952946647943]","bongwater [0.00731259778882744]","horton [0.00705712299802676]","hillary [0.00587715128493668]","presidential [0.00695718704701924]","yesterday [0.00636421549647846]","guests [0.00647304237246059]","york [0.00675343897509772]",
"ceremony [0.00981837811245902]","vampire [0.00907027118272335]","nixon [0.0111072753989722]","war [0.00708712986101838]","comic [0.00503071544301315]","los [0.0070914541532998]","york [0.00698030126341712]","johnny [0.00572745396365431]","ambassador [0.00693271576100187]","york [0.006181063264568]","lady [0.00643051076275209]","nbc [0.00670643847140112]",
"charges [0.00969798466200321]","son [0.00897447737505714]","wife [0.0110702203678072]","tower [0.00697765643427638]","movies [0.00502672669240902]","party [0.00702616626429628]","gay [0.00696598612670462]","television [0.00560971051205669]","secretary [0.00686323228763547]","star [0.00592115576167001]","buchanan [0.00640727394281324]","prize [0.00648732726798809]",
"steelworkers [0.00947050712322266]","husband [0.00894889485087023]","television [0.0110040210815694]","dinner [0.00687384040939783]","wife [0.00489791888979851]","magazine [0.00688013832904255]","abc [0.00694042633305905]","bill [0.00559321054597357]","simpson [0.00671185104521952]","house [0.00592004263717538]","ovitz [0.00581489570514916]","police [0.00637683672349658]",
"friend [0.00942200836580072]","actor [0.00872400238450725]","women [0.0109300196010848]","honor [0.00687100200037212]","actors [0.00489297494066638]","beatty [0.00679936534990126]","night [0.00674470491556589]","kennedy [0.00553885279868894]","talk [0.00665762319342405]","wife [0.00590713603156309]","heinz [0.00581489570514916]","kennedy [0.00624212374145289]",
"martin [0.00885327745719618]","movie [0.00871510581215165]","dinner [0.0107899863667138]","film [0.00678460839501514]","don [0.0048785961347566]","kennedy [0.00667805356611505]","actor [0.00661163375803681]","story [0.00542675019986846]","eustis [0.0066118734232888]","movies [0.00568330210191445]","talk [0.00578489820904861]","chairman [0.00620525800684862]",
"channel [0.00876745307156026]","secretary [0.00867538443421061]","campaign [0.0102255360987005]","zsa [0.00627785299542945]","dinner [0.00485863068227001]","love [0.00655341712599421]","weinschel [0.00629114841294462]","nomination [0.0053054155131389]","friends [0.0066055283118373]","women [0.00558957575122562]","bus [0.00574335599258983]","movie [0.00618337949898035]",
"capra [0.00868095090375014]","campaign [0.00862623621522421]","jones [0.00998076166223364]","nomination [0.00625575097194806]","martin [0.00478999847590559]","york [0.00652211674722009]","television [0.00628784812508788]","memorial [0.00529849699975482]","yesterday [0.00652973921371234]","cancer [0.00544494418705155]","night [0.00567268170822685]","star [0.00613173471151336]",
"honors [0.00859739174028743]","vietnam [0.00855448042495465]","york [0.00992855177098162]","star [0.00619346623600411]","died [0.00472190499817382]","bob [0.00640984617430699]","presidency [0.00614969081943827]","don [0.0051146680513313]","don [0.00652452863253384]","red [0.00542010043043298]","arthur [0.00566700984466383]","news [0.00603651934818461]",
"week [0.00857631823781557]","nicholson [0.00838919750742136]","burns [0.00957858312574935]","political [0.00595831402821575]","annie [0.00469045801461522]","award [0.00636702267432491]","star [0.00600418517766656]","gore [0.00502293277922871]","w [0.00641284551471763]","secretary [0.00536176096325092]","nbc [0.0056611724642199]","sen [0.00557492593474201]",
"merrill [0.00850759409352417]","agent [0.00830500274586709]","show [0.0090842058513047]","hays [0.00593482709346042]","personalities [0.00466868519384572]","john [0.00634676438884781]","george [0.0059780668497011]","award [0.00496671746985345]","bill [0.00625005169310634]","love [0.00522644689342337]","newspaper [0.00549160434524635]","kids [0.00550562901978453]",
"television [0.00845378504107376]","fortune [0.00830500274586709]","honorees [0.00879190825570697]","television [0.0058740227929726]","press [0.00461978793553312]","actress [0.00634470873584151]","vice [0.00578847481819806]","breast [0.00487494512347221]","carl [0.00618057203060247]","hiller [0.00502222823772374]","turner [0.00548254683992231]","anthony [0.00549852183782698]",
"white [0.00823865733812914]","party [0.00822265741693048]","men [0.00819081461835291]","announces [0.0058536632827105]","stars [0.00458421484407007]","died [0.00628344126852268]","harkin [0.00574379037171624]","career [0.0047419262479356]","star [0.00602965792488914]","bacall [0.00502222823772374]","editor [0.00546705694406081]","stars [0.00543783759870532]",
"los [0.00819774362511778]","ch [0.00779197412418001]","straight [0.00810066775608386]","stars [0.00575525397326888]","photo [0.00454440013352127]","kramer [0.0061443188308139]","wife [0.00571156947874834]","actor [0.00468842668588724]","didn [0.00599658057758527]","academy [0.00498375284403797]","newman [0.00543590677050865]","arrest [0.00539963519160749]",
"news [0.00807883891016877]","arrested [0.00779197412418001]","veterans [0.00807988829635613]","hospital [0.00558154618877429]","television [0.00448590757621592]","celebrities [0.00599194588510901]","willie [0.00565112469154283]","cale [0.00462530148034839]","eduardo [0.00599004606111106]","speech [0.00488562442175809]","game [0.00543251065515797]","rodham [0.00530044832729067]",
"cronyn [0.00795587757004261]","yesterday [0.00779068999385358]","stevens [0.00799479496744801]","tv [0.00557440837752083]","husband [0.00441037160767117]","andrews [0.00579698417373764]","reagan [0.00553999320594611]","vice [0.00458766687382122]","ford [0.00572223523459077]","smoke [0.00487369671212914]","kennedy [0.00542716178008606]","oscar [0.00529863167774155]",
"nunn [0.00795587757004261]","jerry [0.00758394575082985]","white [0.00793823772022201]","vets [0.00557324022145514]","didn [0.00430014167768419]","guilty [0.00572540828850056]","candidate [0.00550076255192603]","political [0.00453807074145706]","bet [0.00571643039664511]","death [0.00474082941788401]","cure [0.00532760618622749]","neiman [0.00529760551762031]",
"redford [0.00795587757004261]","pat [0.00749134487983126]","presidential [0.00791673299481214]","game [0.00556528719021099]","albee [0.00418481586906117]","angeles [0.00571785662571259]","white [0.00540736014055272]","star [0.00448512162462274]","bentsen [0.00567014198319459]","jones [0.0047383600742916]","industry [0.00531970192279145]","story [0.00524323514639888]",
"campaign [0.00782694784751384]","family [0.0072901768028936]","drug [0.00770543971167077]","hour [0.00553588259722885]","reagan [0.00417952785830639]","dreyfuss [0.00556836984651868]","maryland [0.00531111105362346]","george [0.00440166124986371]","taper [0.00564596432458572]","deaf [0.00472356740903018]","press [0.00526981974847656]","1030 [0.00513980345416515]",
"friends [0.00774686372770163]","beverly [0.00724815957177267]","harry [0.00750653309723146]","champion [0.00552444296856432]","son [0.00407981305915693]","yardley [0.00556836984651868]","didn [0.00519967840773259]","sondheim [0.0043572091150275]","bono [0.00559465652460178]","nixon [0.0046823637577667]","letter [0.00525383566728383]","smith [0.00504708512683373]",
"men [0.00760211949930985]","bill [0.00719875443442452]","political [0.0074427708094336]","named [0.00545825349111887]","love [0.00405481799144707]","marshall [0.0054614301815179]","barbara [0.00497562856483432]","secretary [0.00431990291226662]","died [0.00540471101747553]","person [0.00454197186579925]","reporters [0.00522866037659141]","530 [0.00502997237878695]",
"hamlisch [0.00750983323740244]","ford [0.00695270882079196]","career [0.0073747933951872]","john [0.005310480198052]","conal [0.00395997939425273]","married [0.00531941911974217]","dan [0.00495545628833632]","perot [0.00429662300148985]","agnew [0.00537499348060625]","tom [0.00449648537327467]","vegas [0.00518660366345618]","stage [0.00496267253113711]",
"jessica [0.00750983323740244]","fbi [0.00692964873632316]","michael [0.00708184983709734]","york [0.00527071027630791]","http [0.00379654304854653]","family [0.00531829317427855]","remarks [0.00486733373426477]","murder [0.00422023953165784]","disney [0.00535562910067521]","best [0.00440515643775713]","spinal [0.00515894326644322]","alexander [0.00491664942180871]",
"honoree [0.00740429410000009]","daughter [0.00688699822485999]","nofziger [0.00685998708621787]","bushes [0.00526448264136114]","george [0.00379073982700148]","personalities [0.00516503728744821]","super [0.00486467654114306]","tony [0.00419726531359588]","candidate [0.00502912108689936]","lady [0.00439441776612543]","christopher [0.00515703318288328]","al [0.00489024205438864]",
"coverage [0.00733746316526279]","vice [0.00686131326468731]","actor [0.00682029925635196]","scandal [0.0052376931695375]","wire [0.00378398697094862]","rating [0.00512804831095398]","movie [0.00485612251993235]","item [0.00417815997167428]","islands [0.00499860367049209]","play [0.00436265431107054]","randall [0.00507156047168074]","garment [0.00485553739139343]",
"lady [0.00729099766487889]","trial [0.00661947756621091]","ceremony [0.00652070446201127]","vet [0.00521844220828567]","rating [0.0037566643867214]","husband [0.00500819540401144]","channel [0.00483082272267395]","richard [0.0041639283628288]","club [0.00495965022868814]","killer [0.00435841428085805]","couple [0.00505350164168356]","fox [0.00479697488594033]",
"ambassador [0.00723430398233874]","dinner [0.00658187226876282]","face [0.00651433369553883]","celebrity [0.00521844220828567]","arrested [0.00372127491470133]","swaggart [0.00499853543427869]","paul [0.00480366470862329]","interview [0.00414926458610359]","political [0.00494678119651769]","landau [0.00435841428085805]","magazine [0.00497593046171687]","medals [0.00478446216559254]",
"chairman [0.00718517160363627]","sills [0.00653602225436368]","truth [0.0064402863090068]","house [0.0051038829958644]","angeles [0.00369827619070515]","bening [0.00499853543427869]","won [0.00469029075448927]","air [0.00413945512774094]","hospital [0.00483763455061869]","named [0.00431881845652719]","rehabilitation [0.00481518870917874]","millennium [0.00478295010054307]",
"petition [0.00699727693689622]","fined [0.00653602225436368]","honor [0.00642230444716466]","trial [0.00509514046765471]","guests [0.00365660384420972]","wife [0.00499577191185797]","bill [0.00465754671596405]","reagan [0.0041294214841141]","white [0.00477056601072803]","hair [0.00431212737177418]","yesterday [0.00480379769346693]","playwright [0.00477778123911562]",
"nicaraguan [0.00693052604164069]","willie [0.00647732658219954]","married [0.0064220007295822]","sen [0.00504726130205235]","white [0.00359393995884665]","coverage [0.00494726862955184]","beltway [0.00459926063986966]","madonna [0.00407512440140569]","sunday [0.00472691206101342]","cbs [0.00428768643876992]","ratings [0.00478901447744656]","celebrities [0.00476737015720483]",
"patrick [0.00675016478319096]","police [0.00644701005529356]","son [0.0064057864602853]","married [0.00503935579545286]","tonight [0.00358160759222592]","week [0.00488769168877244]","sinatra [0.00459468482965638]","playing [0.00400471509923988]","wasn [0.00470919988646653]","office [0.00424126003382174]","aids [0.00477272604658778]","wife [0.00473442249807356]",
"queen [0.00666580363992172]","peter [0.0063514327255428]","girl [0.00639334393599526]","forgotten [0.00489810245583176]","secretary [0.00352025567167897]","michael [0.00472464746344097]","pomegranate [0.00459468482965638]","awards [0.00393963778086037]","lover [0.00470268581093534]","room [0.00422909395505328]","dear [0.00476829085835612]","television [0.0047223790379733]",
"presidential [0.00655123260425605]","don [0.00628487195435476]","photo [0.00637125846619994]","secretary [0.00489794199917821]","book [0.00351901224078456]","ratings [0.00467408923294663]","ross [0.00459255542435033]","angeles [0.00393599415637016]","explanation [0.00464639785448334]","awards [0.00419534536382019]","home [0.00469448183742705]","husband [0.00467212917789601]",
"roses [0.00647081863964823]","movies [0.00624357051638985]","honors [0.00624239914015471]","second [0.00489482872008042]","arnold [0.00350095900228767]","celebrity [0.00465862399141134]","hillary [0.00453354103359485]","day [0.00390592282810258]","gay [0.00464229607528756]","gingrich [0.00416935507223295]","ketchup [0.00451179199140953]","ketchup [0.00444638102177192]",
"geldof [0.00647081863964823]","speech [0.00619734211509583]","left [0.00607950524529625]","quayle [0.00487771135726036]","speech [0.00347604841056454]","engagement [0.00460708145296645]","caucuses [0.00451212577980816]","police [0.00388434375741281]","actress [0.00453587758455633]","speaker [0.00412777200943764]","mueller [0.00451179199140953]","redford [0.00444638102177192]",
"unemployed [0.00647081863964823]","ambassador [0.00610001524249515]","memorials [0.00606486561425133]","wearing [0.00480426064728165]","death [0.00345471760445383]","hospital [0.00460370105528135]","elvis [0.0044525803677851]","honor [0.00385896932538875]","floating [0.00453446203653473]","game [0.00411692128308155]","redford [0.00451179199140953]","michael [0.00431231081754525]",
"correspondent [0.00647081863964823]","political [0.00609401034196721]","woody [0.00606486561425133]","golf [0.00478474085224209]","los [0.00342271467955548]","dinner [0.00453306055606696]","ted [0.00444873817842764]","candidate [0.00384945063482055]","kids [0.00445609571915077]","actors [0.0041019958807593]","ceremonies [0.00448986729705756]","dinner [0.00427480131626237]",
"bob [0.00637271735622736]","ronald [0.00603045469591561]","reported [0.00599074363846173]","barbara [0.0047529715910174]","celebrity [0.00342046742905156]","silver [0.00451773662326278]","film [0.00440802845746275]","talk [0.00370980186535331]","hollywood [0.00439925561431523]","ribbon [0.00408948252766645]","candidate [0.00446934310386728]","interview [0.00423176040543492]",
"hospital [0.00635225618660806]","ceremony [0.00601764171428312]","cancer [0.00594608799941591]","ted [0.00473800660392144]","hollywood [0.00339163828543615]","editor [0.00451418411064899]","eikenberry [0.00429624528096613]","week [0.00368028843167657]","politician [0.00438985582159668]","abc [0.00407584936167051]","trial [0.00443594199312928]","prime [0.00422226509038781]",
"sen [0.00633972856927075]","agents [0.00596578104097363]","incident [0.00586762637049128]","harry [0.00464231972461874]","guilty [0.00337340082834739]","house [0.00446242176702799]","pat [0.00428747401340187]","lady [0.00367043624233053]","clintons [0.00435947615945479]","quayle [0.00407584936167051]","baby [0.00442515101829368]","global [0.00422117600871233]",
"star [0.00629257729157942]","tonight [0.00592478769332087]","secretary [0.00577900964779158]","candidate [0.00461927896500076]","trump [0.00329364089074933]","honors [0.00444334368788304]","bob [0.00425051323078735]","husband [0.00366771992056505]","michael [0.00435853684769801]","award [0.00407001915353942]","guy [0.00438552122819005]","bill [0.00420797124054776]",
"son [0.00627481462381234]","ridiculous [0.00588702516976826]","hollywood [0.00577310321920514]","rated [0.00461415097324476]","ceremony [0.00327385738598877]","quayle [0.00443542839181516]","dinner [0.00424348387158297]","rock [0.00365052803705575]","mother [0.00434786676550398]","guy [0.00392147252228509]","michael [0.00436577913596362]","newman [0.00419934843827317]",
"reporters [0.00610518827161589]","robert [0.00587107162665451]","list [0.00573153608093866]","presidency [0.00460322209904139]","strip [0.00325211105787079]","poitier [0.00443542839181516]","friend [0.00418212012746137]","broadway [0.00360724644670121]","couldn [0.0043022532611778]","fashion [0.00391526032833325]","boy [0.00430517816898316]","heinz [0.00419112854685433]",
"shouse [0.00609899133406965]","remember [0.00575657411106235]","gang [0.00566730487826806]","horchow [0.00460322209904139]","playwright [0.00323712490178995]","boy [0.00435161991576941]","kushner [0.00417978971403894]","sex [0.00359536995428504]","staff [0.00424670259876216]","heston [0.00391388748760129]","sons [0.00429148511230933]","saturday [0.00418183132305277]",
"rsc [0.00609899133406965]","mother [0.00573030120651475]","john [0.00561095465288257]","batman [0.00456229159194544]","author [0.00322429697109944]","nixon [0.00420637982305305]","police [0.00394960210107942]","arthur [0.00357914157147679]","queer [0.00416808008040181]","prize [0.00387787364207802]","reporter [0.00427842932400236]","nixon [0.00412486342960696]",
"times [0.0060810679677688]","john [0.00567435726991191]","castro [0.00557480389534611]","nixon [0.00448183107707447]","icon [0.00315468944993315]","guests [0.0042061577479168]","husband [0.0039493483125109]","lawyers [0.00357709759264848]","spiro [0.00416808008040181]","doom [0.00386661862569958]","producer [0.00426659779659881]","26 [0.0041183582163336]",
"hart [0.00601251445117498]","convicted [0.00563429717961193]","boggs [0.00557480389534611]","head [0.00447700946015469]","film [0.00314698564991698]","ted [0.00420231568259185]","gov [0.00393445152554366]","lee [0.00356883539806581]","cuba [0.00416808008040181]","bob [0.00384216407818841]","cord [0.00424584649585838]","sens [0.00411800702469785]",
"pat [0.00596900947134879]","alleged [0.00563429717961193]","cosby [0.00557480389534611]","husband [0.00438939496303092]","stage [0.00313784262354116]","singer [0.00419071766144573]","saying [0.00383189382528009]","ross [0.00356836941941252]","cuban [0.00412026299688671]","wear [0.00384164412282657]","hillary [0.00424584649585838]","honorees [0.00411800702469785]",
"award [0.00587458838132026]","alcohol [0.00559693713761096]","oscar [0.00554874022017674]","guy [0.00434626701982454]","networks [0.00308738779116872]","enrique [0.00415150230323808]","democratic [0.00382776610013628]","los [0.00355768400042622]","vice [0.00409910342482043]","laser [0.00379315272524833]","telegram [0.00424584649585838]","tomorrow [0.00406718064732632]",
"honor [0.0058259465313603]","happy [0.00557813815540348]","singer [0.00554615735662349]","stiff [0.00432873284082242]","ford [0.00307387472983242]","television [0.00414884472211621]","tom [0.00381477994816091]","industry [0.00353753932546772]","ex [0.00403021057125574]","hillary [0.00377176932503099]","las [0.0042084517113187]","walter [0.00406425487029845]",
"frank [0.00577076892988318]","lady [0.00557275981720677]","guests [0.00550662056349358]","dear [0.00426515436313141]","lady [0.00305833899204163]","men [0.00412025057154095]","patrick [0.00378960379893455]","kopit [0.00353287001335445]","chief [0.00399855302319998]","television [0.00377160335216355]","moms [0.0042061899932199]","play [0.00402042441838367]",
"attorney [0.00569900452509058]","newspapers [0.00546592613028739]","news [0.00546713502645947]","disease [0.00423774081600554]","oscar [0.00304038392497924]","sunday [0.00411604575202407]","men [0.00370912950049775]","name [0.00351310476331671]","home [0.00399205791851729]","singer [0.00377066837247337]","mother [0.00419216040631956]","rich [0.00393259418033905]",
"allen [0.0055966344580545]","sen [0.00545989417090841]","hour [0.0054250046695423]","gay [0.00421552184122299]","bill [0.00302250193531966]","sports [0.00410073835948067]","reporters [0.00370554147633625]","evening [0.00351181427060116]","truck [0.00395635902519818]","woody [0.00376659103656936]","oh [0.00417901537217402]","mother [0.00387861875162283]",
"aids [0.00559239304372019]","ross [0.00539553982758359]","carter [0.00542422542161255]","nussbaum [0.00419240609013123]","men [0.00300779017453876]","famous [0.00408350895371473]","kennedy [0.00369949709413338]","fox [0.00349917373820794]","husband [0.00392794712757717]","john [0.00376522287808495]","york [0.00417535140113049]","alec [0.0038676459221945]",
"hour [0.00552249529294276]","addiction [0.00530616595255418]","father [0.00538220584447366]","wright [0.00413898756121324]","wrote [0.00299080294760204]","richard [0.00404751398788862]","rock [0.00367208933900951]","wedding [0.00348933974888409]","murray [0.00390131757120782]","stone [0.00371870291317105]","disney [0.00411283080325829]","press [0.0038496451589251]",
"gold [0.00545589529794249]","crowd [0.00528238511244492]","ford [0.00536849194008485]","istomin [0.00412736921015952]","naked [0.00297307435916147]","don [0.00401447866489847]","baker [0.00364845763926779]","tonight [0.00348175062347093]","car [0.00388299965032887]","film [0.00371663620566055]","attorney [0.00407533113118541]","tie [0.00384574905511552]",
"movie [0.00545368233276626]","dog [0.00525719998903154]","evening [0.00524966384954814]","evening [0.0040847776243497]","read [0.00296741320328177]","dying [0.00394429504102806]","press [0.00361557612194821]","magazine [0.00345249553452668]","hour [0.00385384965981987]","streisand [0.00370503683441253]","oscar [0.00405388855668751]","topics [0.0038388496228445]",
"morning [0.00533917211575788]","illustration [0.00517993341169486]","lago [0.00524339303223859]","news [0.00407297792917075]","friend [0.00295251644716512]","gala [0.00390513775145619]","hussein [0.00356565005715087]","barbara [0.00341855995202309]","body [0.00381376650791407]","reeve [0.00370503683441253]","icon [0.00392031266189095]","murder [0.0038372359048149]",
"monday [0.00530543633408104]","lawyer [0.00513316573516638]","magnuson [0.00524339303223859]","injury [0.00405424358260344]","week [0.0028583515183709]","tom [0.00389050512119563]","blacklow [0.00356565005715087]","ceremony [0.0033998037116824]","marx [0.0037719093260099]","ford [0.00367055618015537]","went [0.00391251891298531]","secretary [0.00380824868996075]",
"personalities [0.00529989163821884]","week [0.00495281933102749]","murder [0.00517567677258553]","democracy [0.00399556166922357]","dog [0.00283887450428747]","reeve [0.00387979830905883]","tipper [0.00356565005715087]","sale [0.00339588915727472]","wellman [0.00377137112156647]","simpson [0.00366021207272554]","morning [0.00389490876986118]","cosby [0.00379008153407317]",
"live [0.00524864309994992]","help [0.00489630745269962]","baker [0.00515117948419347]","audience [0.0039753837619625]","veterans [0.0028350232464457]","morning [0.00386590238315099]","actress [0.0035530275115578]","wrote [0.00336267020853551]","court [0.00371883160903951]","story [0.00364884327844507]","story [0.00389157722419926]","simpson [0.00377354666029245]",
"party [0.00524750731571442]","attorney [0.00485522862459166]","producer [0.00513760999257002]","industry [0.00394149748859877]","ratings [0.00282415846666237]","winning [0.00381569420450038]","photo [0.00353157269228643]","james [0.00336073103709458]","evening [0.00369861954345115]","won [0.00361973522046338]","family [0.00387544437175846]","jane [0.00377123240288416]",
"press [0.00524233760609979]","papers [0.00480968417369198]","presidency [0.00512839067904074]","personalities [0.00389534616144394]","barbara [0.00278166254668614]","photo [0.00381343643756892]","michael [0.00351300561602923]","tom [0.00335630906526565]","house [0.00369436198714547]","tall [0.00357567253835134]","brando [0.00387454609338615]","diana [0.00368062359701914]",
"ill [0.00523459224628472]","shaw [0.00473736688704585]","marx [0.00510426964029544]","columnist [0.00386613680242836]","global [0.00275970204496968]","drug [0.00381299489136158]","guy [0.00345769602171347]","column [0.0033368123707437]","fox [0.00363009961745836]","tuesday [0.00356233737062271]","oprah [0.00387454609338615]","magazine [0.00366346826583871]",
"stars [0.00519516090938528]","jackson [0.00472914480467425]","lives [0.00508032141840588]","name [0.00385987902098673]","campaign [0.00275873358059237]","cancer [0.00380824097370919]","week [0.00345115014872765]","nuclear [0.0032161918857859]","letterman [0.00357808914901932]","press [0.00355937455321012]","carville [0.00387454609338615]","singer [0.0035993221218104]",
"birthday [0.00513183476358327]","list [0.00469272482256655]","couple [0.00499988377421299]","ronald [0.00380299408330762]","report [0.00274455643002688]","fun [0.00378820976214506]","john [0.00341889474541821]","times [0.00319124454818494]","seymour [0.00357808914901932]","white [0.00353582004922451]","celebrity [0.00384696555940408]","son [0.00353444735480435]",
"reception [0.00509779592018525]","court [0.00465930010552215]","hampton [0.00494921761529889]","brother [0.00373491565247301]","sunday [0.00273442198420035]","jimmy [0.00374270121313433]","atlanta [0.00341645996931016]","won [0.00316950603262283]","betting [0.00357808914901932]","super [0.00352587149745175]","george [0.00380372187049727]","gang [0.00353274746011259]",
"won [0.00505991633479796]","star [0.00454621322795171]","barbara [0.00484978722578043]","apartment [0.00371776325511228]","interview [0.0027291319610035]","jail [0.00371814840243147]","political [0.00340892669729251]","david [0.00316719187404913]","horchow [0.00357808914901932]","news [0.0035106857861795]","hart [0.00380258723445749]","rock [0.00352063845798068]",
"marty [0.0050213061674017]","post [0.00448164575078498]","lifetime [0.00481290107725586]","queen [0.00367814397249967]","game [0.00272625905000711]","press [0.00369903629326355]","hwpc [0.00336333490581973]","michael [0.00315688850909755]","odds [0.00357445707761242]","los [0.00351044085815248]","teen [0.00372148241242494]","guest [0.00350191245939782]",

Topic: 10
1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,
"theater [0.176954719019042]","theater [0.183136018555674]","theater [0.146221100044119]","theater [0.175911884050927]","theater [0.177990792314188]","theater [0.0966336392765238]","theater [0.13779055865629]","theater [0.200216601518632]","theater [0.160672526044453]","theater [0.132474209891169]","theater [0.172518340317706]","theater [0.190086768910477]",
"dance [0.062760013352286]","festival [0.0599990997754378]","festival [0.0591923547551962]","dance [0.0610717198608848]","festival [0.0800877141569096]","dance [0.068849556140543]","theatre [0.0581413491233842]","theatre [0.0676040469069325]","dance [0.080565475062515]","dance [0.0622157455756513]","theatre [0.0580837155669924]","dance [0.0738891271526394]",
"festival [0.0578415772998484]","dance [0.0554812594741337]","company [0.0431274025916776]","opera [0.0608475431589951]","dance [0.0592191475879102]","ballet [0.0640246603776692]","dance [0.0470146933939562]","dance [0.0591995445263103]","festival [0.0539129542084496]","ballet [0.0394395167897609]","tickets [0.0503145892114463]","22 [0.0482214605779345]",
"company [0.042539492373085]","company [0.0447662967843302]","music [0.0410857292648354]","festival [0.0493228454181066]","ballet [0.0575988066985454]","opera [0.0553980061806135]","opera [0.0466005222462259]","music [0.0477285405201687]","opera [0.0503652174810566]","theatre [0.037087459094137]","dance [0.0361251618381576]","theatre [0.0432744241090156]",
"opera [0.0399473778092245]","music [0.037100702079292]","ballet [0.0344196116583147]","theatre [0.0463133762533656]","company [0.0548161305574126]","festival [0.0538538697857012]","festival [0.0424125523698168]","festival [0.0442049103770086]","season [0.0492306763364831]","musical [0.0330593176150892]","broadway [0.0349943249536521]","company [0.0432542984355492]",
"season [0.0370778733243887]","ballet [0.0359133717583958]","opera [0.0343752162048224]","music [0.0396354204798659]","theatre [0.0505343243970895]","music [0.0404340911078568]","music [0.0418642952755445]","opera [0.0387532035066504]","theatre [0.0468508581640104]","company [0.0327224577323173]","festival [0.0347250873822738]","music [0.0373554905236228]",
"music [0.0346774405882966]","opera [0.0352190623776044]","dance [0.0341381818719367]","company [0.0356155154207533]","opera [0.0390202784875068]","company [0.0401124854314964]","season [0.0410719681929323]","company [0.0334663486355799]","company [0.0412386063294089]","tickets [0.0302889637533921]","company [0.0323425920614863]","festival [0.034451903423092]",
"ballet [0.0303981015510977]","season [0.0349003903692809]","season [0.0293869618259363]","season [0.032815778270944]","season [0.0336807204518382]","theatre [0.0347479545040353]","company [0.0383028145391288]","play [0.0332864852478336]","music [0.0401489574656698]","season [0.0282809405512658]","music [0.0285156462159219]","free [0.0318564458796324]",
"center [0.0264480341503928]","performances [0.0265722083995511]","performances [0.0242188791937343]","broadway [0.0292096679202182]","play [0.0308783897061868]","broadway [0.0314170100005989]","orchestra [0.0330852435233684]","season [0.0286910409080979]","ballet [0.0326108382362428]","broadway [0.0272541802682734]","hall [0.0269578246166273]","tickets [0.0317394270509107]",
"performances [0.0251714052496221]","performance [0.0250702279876775]","performance [0.0232082438420931]","theaters [0.0264718270611318]","production [0.0304382232136115]","season [0.0287790031280558]","tickets [0.0289306625920593]","ballet [0.0284928703324614]","production [0.0285618858093219]","music [0.0271074388891594]","play [0.0262278152106158]","concert [0.0307294791688881]",
"production [0.0247594721304936]","play [0.0246763926003264]","center [0.0231936193665102]","production [0.0262451598023301]","music [0.0257909373763285]","orchestra [0.0262540475878545]","concert [0.0236802305134344]","production [0.0257418067753152]","tickets [0.0261355828282118]","opera [0.0269148336167262]","center [0.0253547239460361]","season [0.0295792902380479]",
"play [0.0234264383885905]","production [0.0242932291582438]","theatre [0.0224632653758073]","musical [0.0255565938383633]","tickets [0.0251166281768398]","concert [0.0261917434800303]","stage [0.0230407707290843]","performances [0.0238958969779201]","dancers [0.0237916786890082]","play [0.0254184098575024]","season [0.0231057857474675]","performance [0.0275736949523651]",
